Food Item Name,Label,Description,Amount,Type,Other Info,Dinning Hall
Maraschino Cherry,vegan,A cherry in syrup to go on your sundae.,1 Cherry,Lunch & Dinner,Deet's Ice Cream & Toppings,Deet's Place & DXPress at Dietrick Hall
Pineapple Sauce,vegan,A decadent sauce with pineapples,1 Oz,Lunch & Dinner,Deet's Ice Cream & Toppings,Deet's Place & DXPress at Dietrick Hall
Strawberry Sauce,vegan,A rich and flavorful strawberry sauce perfect for your sundae.,1 Oz,Lunch & Dinner,Deet's Ice Cream & Toppings,Deet's Place & DXPress at Dietrick Hall
"Topping, Oreo Cookie",vegan,Crumbled Oreo cookies.,1 Oz,Lunch & Dinner,Deet's Ice Cream & Toppings,Deet's Place & DXPress at Dietrick Hall
"Topping, Reese's Pieces",vegetarian,Chocolate-peanut butter Reese's Pieces.,1 Oz,Lunch & Dinner,Deet's Ice Cream & Toppings,Deet's Place & DXPress at Dietrick Hall
Whipped Topping,vegetarian,A perfectly fluffy whipped cream topping.,1 Serving,Lunch & Dinner,Deet's Ice Cream & Toppings,Deet's Place & DXPress at Dietrick Hall
"Americano, Grande",vegetarian,A 20 oz. cup of espresso with hot water.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Americano, Short",vegetarian,A 12 oz. cup of espresso with hot water.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Americano, Tall",vegetarian,A 16 oz. cup of espresso with hot water.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cafe Aulait, Grande",vegetarian,A 20 oz. cup of brewed coffee mixed with hot milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cafe Aulait, Short",vegetarian,A 12 oz. cup of brewed coffee mixed with hot milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cafe Aulait, Tall",vegetarian,A 16 oz. cup of brewed coffee mixed with hot milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino Flavored, Grande",vegetarian,A 20 oz. cup of brewed coffee with steamed milk with your choice of flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino Flavored, Short",vegetarian,A 12 oz. cup of brewed coffee with steamed milk with your choice of flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino Flavored, Tall",vegetarian,A 16 oz. cup of brewed coffee with steamed milk with your choice of flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino, Grande",vegetarian,A 20 oz. cup of brewed coffee with steamed milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino, Short",vegetarian,A 12 oz. cup of brewed coffee with steamed milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino, Tall",vegetarian,A 16 oz. cup of hot skim milk with your choice of syrup flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
Caramel Jitterbug,vegetarian,"Brewed espresso with caramel syrup, caramel sauce, and whipped cream.",2 Oz,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Caramel Macchiato, Grande",vegetarian,A 20 oz. cup of freshly steamed milk with espresso and caramel flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Caramel Macchiato, Short",vegetarian,A 12 oz. cup of freshly steamed milk with espresso and caramel flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Caramel Macchiato, Tall",vegetarian,A 16 oz. cup of freshly steamed milk with espresso and caramel flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Chai, Grande",vegetarian,A 20 oz. cup of vanilla chai tea with milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Chai, Short",vegetarian,A 12 oz. cup of vanilla chai tea with milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Chai, Tall",vegetarian,A 16 oz. cup of vanilla chai tea with milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Coffee, Grande",vegan,A 20 oz. cup of fresh brewed coffee.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Coffee, Tall",vegan,A 16 oz. cup of fresh brewed coffee.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
Espresso Blend,vegan,Brewed espresso blend.,2 Oz,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Hot Cocoa, Tall w/Whipped cream",vegetarian,A 16 oz. cup of gourmet hot chocolate with marshmallows and whipped cream.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Italian Steamer, Grande",vegetarian,A 20 oz. cup of warm milk with your choice of flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Italian Steamer, Short",vegetarian,A 12 oz. cup of warm milk with your choice of flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Italian Steamer, Tall",vegetarian,A 16 oz. cup of warm milk with your choice of flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Latte Flavored, Grande",vegetarian,A 20 oz. cup of espresso with steamed milk and your choice of flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Latte Flavored, Short",vegetarian,A 12 oz. cup of espresso with steamed milk and your choice of flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Latte Flavored, Tall",vegetarian,A 16 oz. cup of espresso with steamed milk and your choice of flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Latte, Grande",vegetarian,A 20 oz. cup of espresso with steamed milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Latte, Short",vegetarian,A 12 oz. cup of espresso with steamed milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Latte, Tall",vegetarian,A 16 oz. cup of espresso with steamed milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Mocha Latte, Grande",vegetarian,A 20 oz. cup of brewed espresso with steamed milk and mocha syrup.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Mocha Latte, Short",vegetarian,A 12 oz. cup of brewed espresso with steamed milk and mocha syrup.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Mocha Latte, Tall",vegetarian,A 16 oz. cup of brewed espresso with steamed milk and mocha syrup.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cafe Aulait, Grande",vegan,A 20 oz. cup of brewed coffee mixed with hot soy milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cafe Aulait, Short",vegan,A 12 oz. cup of brewed coffee mixed with hot soy milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cafe Aulait, Tall",vegan,A 16 oz. cup of brewed coffee mixed with hot soy milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cappuccino Flavored, Grande",vegan,A 20 oz. cup of brewed coffee with steamed soy milk with your choice of flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cappuccino Flavored, Short",vegan,A 12 oz. cup of brewed coffee with steamed soy milk with your choice of flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cappuccino Flavored, Tall",vegan,A 16 oz. cup of brewed coffee with steamed soy milk with your choice of flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cappuccino, Grande",vegan,A 20 oz. cup of brewed coffee with steamed soy milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cappuccino, Short",vegan,A 12 oz. cup of brewed coffee with steamed soy milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Cappuccino, Tall",vegan,A 16 oz. cup of brewed coffee with steamed soy milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Caramel Macchiato, Grande",vegetarian,A 20 oz. cup of freshly steamed soy milk with espresso and caramel flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Caramel Macchiato, Short",vegetarian,A 12 oz. cup of freshly steamed soy milk with espresso and caramel flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Caramel Macchiato, Tall",vegetarian,A 16 oz. cup of freshly steamed soy milk with espresso and caramel flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Chai, Grande",vegetarian,A 20 oz. cup of vanilla chai tea with soy milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Chai, Short",vegetarian,A 12 oz. cup of vanilla chai tea with soy milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Chai, Tall",vegetarian,A 16 oz. cup of vanilla chai tea with soy milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Latte Flavored, Grande",vegan,A 20 oz. cup of espresso with steamed soy milk and your choice of flavoring.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Latte Flavored, Short",vegan,A 12 oz. cup of espresso with steamed soy milk and your choice of flavoring.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Latte Flavored, Tall",vegan,A 16 oz. cup of espresso with steamed soy milk and your choice of flavoring.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Latte, Grande",vegan,A 20 oz. cup of espresso with steamed soy milk.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Latte, Short",vegan,A 12 oz. cup of espresso with steamed soy milk.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Latte, Tall",vegan,A 16 oz. cup of espresso with steamed soy milk.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Mocha Latte, Grande",vegan,A 20 oz. cup of brewed espresso with steamed soy milk and mocha syrup.,1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Mocha Latte, Short",vegan,A 12 oz. cup of brewed espresso with steamed soy milk and mocha syrup.,1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Mocha Latte, Tall",vegan,A 16 oz. cup of brewed espresso with steamed soy milk and mocha syrup.,1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Swanson Special, Grande",vegetarian,"A 20 oz. cup of our signature drink made from coffee, cocoa, and soymilk. Seasoned with cinnamon and topped with whipped cream.",1 Grande,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Swanson Special, Short",vegetarian,"A 12 oz. cup of our signature drink made from coffee, cocoa, and soymilk. Seasoned with cinnamon and topped with whipped cream.",1 Short,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Swanson Special, Tall",vegetarian,"A 16 oz. cup of our signature drink made from coffee, cocoa, and soymilk. Seasoned with cinnamon and topped with whipped cream.",1 Tall,Lunch & Dinner,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Chocolate Milk, Grande",vegetarian,A 20 oz. cup of milk with chocolate syrup.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Chocolate Milk, Short",vegetarian,A 12 oz. cup of milk with chocolate syrup.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Chocolate Milk, Tall",vegetarian,A 16 oz. cup of milk with chocolate syrup.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Coffee, Iced Grande",vegan,A 20 oz. cup of fresh brewed iced coffee.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Coffee, Iced Tall",vegan,A 16 oz. cup of fresh brewed iced coffee.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Cold Brew Coffee, Grande",vegan,A 20 oz. cup of iced coffee that has been steeped for an extended period.,20 Ounces,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Cold Brew Coffee, Short",vegetarian,A 12 oz. cup of iced coffee that has been steeped for an extended period.,12 Ounce,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Cold Brew Coffee, Tall",vegan,A 16 oz. cup of iced coffee that has been steeped for an extended period.,16 Ounce,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Caramel Macchiato, Grande",vegetarian,A 20 oz. cup of iced steamed milk with espresso and caramel flavoring.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Caramel Macchiato, Short",vegetarian,A 12 oz. cup of iced steamed milk with espresso and caramel flavoring.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Caramel Macchiato, Tall",vegetarian,A 16 oz. cup of iced steamed milk with espresso and caramel flavoring.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Chai, Grande",vegetarian,A 20 oz. cup of iced vanilla chai tea with milk.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Chai, Short",vegetarian,A 12 oz. cup of iced vanilla chai tea with milk.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Chai, Tall",vegetarian,A 16 oz. cup of iced vanilla chai tea with milk.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Coffee, Short",vegetarian,A 12 oz. cup of iced fresh brewed coffee.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Flavored Latte, Grande",vegetarian,A 20 oz. cup of iced espresso with steamed milk and your choice of flavoring.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Flavored Latte, Short",vegetarian,A 12 oz. cup of iced espresso with steamed milk and your choice of flavoring.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Flavored Latte, Tall",vegetarian,A 16 oz. cup of iced espresso with steamed milk and your choice of flavoring.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Latte, Grande",vegetarian,A 20 oz. cup of cold skim milk mixed with your choice of syrup flavorings served over crushed ice.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Latte, Short",vegetarian,A 12 oz. cup of cold skim milk mixed with your choice of syrup flavorings served over crushed ice.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Latte, Tall",vegan,A 16 oz. cup of cold skim milk mixed with your choice of syrup flavorings served over crushed ice.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Mocha Latte, Grande",vegetarian,A 20 oz. cup of iced brewed espresso with cold milk and mocha syrup.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Mocha Latte, Short",vegetarian,A 12 oz. cup of iced brewed espresso with cold milk and mocha syrup.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Iced Mocha Latte, Tall",vegetarian,A 16 oz. cup of iced brewed espresso with cold milk and mocha syrup.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Italian Soda, Grande",vegan,A 20 oz. cup of iced water with vanilla syrup.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Italian Soda, Short",vegan,A 12 oz. cup of iced water with vanilla syrup.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Italian Soda, Tall",vegan,A 16 oz. cup of iced water with vanilla syrup.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Milk, Grande",vegetarian,A 20 oz. cup of cold milk.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Milk, Short",vegetarian,A 12 oz. cup of cold milk.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Milk, Tall",vegetarian,A 16 oz. cup of cold milk.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Phrappuccino, Grande",vegetarian,A 20 oz. cup of creamy whole milk blended with a cold frappucino mixture with Hokie blend coffee.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Phrappuccino, Short",vegetarian,A 12 oz. cup of creamy whole milk blended with a cold frappucino mixture with Hokie blend coffee.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Phrappuccino, Tall",vegetarian,A 16 oz. cup of creamy whole milk blended with a cold frappucino mixture with Hokie blend coffee.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Chocolate Milk, Grande",vegan,A 20 oz. cup of cold soy milk with chocolate syrup.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Chocolate Milk, Short",vegan,A 12 oz. cup of cold soy milk with chocolate syrup.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Chocolate Milk, Tall",vegan,A 16 oz. cup of cold soy milk with chocolate syrup.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Iced Caramel Macchiato, Grande",vegetarian,A 20 oz. cup of iced soy milk with espresso and caramel flavoring.,1 Grande,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Iced Caramel Macchiato, Short",vegetarian,A 12 oz. cup of iced soy milk with espresso and caramel flavoring.,1 Short,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
"Soy Iced Caramel Macchiatto, Tall",vegetarian,A 16 oz. cup of iced soy milk with espresso and caramel flavoring.,1 Tall,Lunch & Dinner,Deet's Cold Drinks,Deet's Place & DXPress at Dietrick Hall
